ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Meta: hwp_product_gtin,ID site
,simple,3346460,Free Rodney Hinton Jr shirt,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,"https://images.serenashirt.com/2025/05/6gFIsUqf-Free-Rodney-Hinton-Jr-shirt.jpg, https://images.serenashirt.com/2025/05/PLHOnGIh-Free-Rodney-Hinton-Jr-hoodie.jpg, https://images.serenashirt.com/2025/05/J3vvwSH1-Free-Rodney-Hinton-Jr-sweater.jpg, https://images.serenashirt.com/2025/05/dKIYQL7Q-Free-Rodney-Hinton-Jr-v-neck-t-shirt.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,1623230
,simple,3346464,Texas Tech Red Raiders 2025 Big 12 Softball Conference Tournament Champions locker room shirt,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,"https://images.serenashirt.com/2025/05/HE4r5MvG-Texas-Tech-Red-Raiders-2025-Big-12-Softball-Conference-Tournament-Champions-locker-room-shirt.jpg, https://images.serenashirt.com/2025/05/zEcmD3op-Texas-Tech-Red-Raiders-2025-Big-12-Softball-Conference-Tournament-Champions-locker-room-hoodie.jpg, https://images.serenashirt.com/2025/05/96SVmjug-Texas-Tech-Red-Raiders-2025-Big-12-Softball-Conference-Tournament-Champions-locker-room-sweater.jpg, https://images.serenashirt.com/2025/05/DmijyUew-Texas-Tech-Red-Raiders-2025-Big-12-Softball-Conference-Tournament-Champions-locker-room-v-neck-t-shirt.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,1623232
,simple,3346472,2025 NCAA softball women’s college world series shirt,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,"https://images.serenashirt.com/2025/05/QYnxa7wX-2025-NCAA-softball-womens-college-world-series-shirt.jpg, https://images.serenashirt.com/2025/05/ioozKg9v-2025-NCAA-softball-womens-college-world-series-hoodie.jpg, https://images.serenashirt.com/2025/05/q1qNjnRC-2025-NCAA-softball-womens-college-world-series-sweater.jpg, https://images.serenashirt.com/2025/05/ntoLMJ4k-2025-NCAA-softball-womens-college-world-series-v-neck-t-shirt.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,1623236
,simple,3346474,Michigan Wolverines 2025 Big Ten Softball Conference Tournament Champions shirt,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,"https://images.serenashirt.com/2025/05/ZKX2GtgT-Michigan-Wolverines-2025-Big-Ten-Softball-Conference-Tournament-Champions-shirt.jpg, https://images.serenashirt.com/2025/05/JGh5KPH1-Michigan-Wolverines-2025-Big-Ten-Softball-Conference-Tournament-Champions-hoodie.jpg, https://images.serenashirt.com/2025/05/K1AA2UJu-Michigan-Wolverines-2025-Big-Ten-Softball-Conference-Tournament-Champions-sweater.jpg, https://images.serenashirt.com/2025/05/4NEgjaI5-Michigan-Wolverines-2025-Big-Ten-Softball-Conference-Tournament-Champions-v-neck-t-shirt.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,1623237
,simple,3346494,Clemson Tigers 2025 ACC Softball Conference Tournament Champions shirt,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,"https://images.serenashirt.com/2025/05/95x58JNV-Clemson-Tigers-2025-ACC-Softball-Conference-Tournament-Champions-shirt.jpg, https://images.serenashirt.com/2025/05/0lXWYgCV-Clemson-Tigers-2025-ACC-Softball-Conference-Tournament-Champions-hoodie.jpg, https://images.serenashirt.com/2025/05/gmvwUdhE-Clemson-Tigers-2025-ACC-Softball-Conference-Tournament-Champions-sweater.jpg, https://images.serenashirt.com/2025/05/vtc0OAKq-Clemson-Tigers-2025-ACC-Softball-Conference-Tournament-Champions-v-neck-t-shirt.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,1623247
,simple,3346502,Masaru Tobita Survival Japanese rock ‘n’ roller wrestling shirt,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,"https://images.serenashirt.com/2025/05/kX0V4J6V-Masaru-Tobita-Survival-Japanese-rock-‘n-roller-wrestling-shirt.jpg, https://images.serenashirt.com/2025/05/9zRmnT3g-Masaru-Tobita-Survival-Japanese-rock-‘n-roller-wrestling-hoodie.jpg, https://images.serenashirt.com/2025/05/YBreyYT6-Masaru-Tobita-Survival-Japanese-rock-‘n-roller-wrestling-sweater.jpg, https://images.serenashirt.com/2025/05/11bX5bt9-Masaru-Tobita-Survival-Japanese-rock-‘n-roller-wrestling-v-neck-t-shirt.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,1623251
,simple,3346508,Texas Tech Red Raiders 2025 Big 12 Softball Conference Tournament Champions shirt,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,"https://images.serenashirt.com/2025/05/Texas-Tech-Red-Raiders-2025-Big-12-Softball-Conference-Tournament-Champions-shirt.jpg, https://images.serenashirt.com/2025/05/Texas-Tech-Red-Raiders-2025-Big-12-Softball-Conference-Tournament-Champions-hoodie.jpg, https://images.serenashirt.com/2025/05/Texas-Tech-Red-Raiders-2025-Big-12-Softball-Conference-Tournament-Champions-sweater.jpg, https://images.serenashirt.com/2025/05/Texas-Tech-Red-Raiders-2025-Big-12-Softball-Conference-Tournament-Champions-v-neck-t-shirt.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,1623254
,simple,3346520,Dirty dom pringles version cartoon shirt,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,"https://images.serenashirt.com/2025/05/MvZJgz9M-Dirty-dom-pringles-version-cartoon-shirt.jpg, https://images.serenashirt.com/2025/05/kdI8Bfys-Dirty-dom-pringles-version-cartoon-hoodie.jpg, https://images.serenashirt.com/2025/05/IQrbAyR5-Dirty-dom-pringles-version-cartoon-sweater.jpg, https://images.serenashirt.com/2025/05/TYMjgM0f-Dirty-dom-pringles-version-cartoon-v-neck-t-shirt.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,1623260
,simple,3346538,Somewhat creative not famous shirt,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,"https://images.serenashirt.com/2025/05/q4f6Zg54-Somewhat-creative-not-famous-shirt.jpg, https://images.serenashirt.com/2025/05/AXK07vB8-Somewhat-creative-not-famous-hoodie.jpg, https://images.serenashirt.com/2025/05/676U2tUD-Somewhat-creative-not-famous-sweater.jpg, https://images.serenashirt.com/2025/05/rCJHWBuB-Somewhat-creative-not-famous-v-neck-t-shirt.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,1623269
,simple,3346540,Pope White Sox Leo XIV shirt,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,"https://images.serenashirt.com/2025/05/0fWNMEYE-Pope-White-Sox-Leo-XIV-shirt.jpg, https://images.serenashirt.com/2025/05/QLMdsAA4-Pope-White-Sox-Leo-XIV-hoodie.jpg, https://images.serenashirt.com/2025/05/9JbR9UMI-Pope-White-Sox-Leo-XIV-sweater.jpg, https://images.serenashirt.com/2025/05/XnzlLgCL-Pope-White-Sox-Leo-XIV-v-neck-t-shirt.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,1623270
,simple,3346548,Typical bloody feminist shirt,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,"https://images.serenashirt.com/2025/05/N6JAMqiV-Typical-bloody-feminist-shirt.jpg, https://images.serenashirt.com/2025/05/ZLFxPvg7-Typical-bloody-feminist-hoodie.jpg, https://images.serenashirt.com/2025/05/ApWgzwqM-Typical-bloody-feminist-sweater.jpg, https://images.serenashirt.com/2025/05/Bk9J6NL0-Typical-bloody-feminist-v-neck-t-shirt.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,1623274
,simple,3346560,Los Angeles Dodgers Shohei Ohtani did it better bat flip shirt,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,"https://images.serenashirt.com/2025/05/Rme8irqj-Los-Angeles-Dodgers-Shohei-Ohtani-did-it-better-bat-flip-shirt.jpg, https://images.serenashirt.com/2025/05/KaDf5o5a-Los-Angeles-Dodgers-Shohei-Ohtani-did-it-better-bat-flip-hoodie.jpg, https://images.serenashirt.com/2025/05/GCoaPvhb-Los-Angeles-Dodgers-Shohei-Ohtani-did-it-better-bat-flip-sweater.jpg, https://images.serenashirt.com/2025/05/GLN0BOgX-Los-Angeles-Dodgers-Shohei-Ohtani-did-it-better-bat-flip-v-neck-t-shirt.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,1623280
